timestamp,stage_first_suction_p,stage_first_discharge_p,stage_second_suction_p,stage_first_suction_temp,suction_flow,discharge_flow,primary_seal_gas_p,secondary_seal_gas_p_de,secondary_seal_gas_p_nde,primary_seal_vent_flow_de,primary_seal_vent_flow_nde,primary_seal_supply_dp,lube_oil_header_pressure,compressor_journal_bearing_temperature_de,compressor_journal_bearing_temp_nde,ratio,stage_first_discharge_temperature,turbine_inlet_vibrations,steam_turbine_inlet_steam_temp,steam_turbine_inlet_steam_flow,steam_turbine_inlet_steam_pressure,steam_turbine_outlet_pressure,steam_turbine_outlet_steam_temp,power,stage_first_polytropic_efficiency,turbine_axial_displacement_b,turbine_axial_displacement_a,compressor_speed
2021-05-11 12:30,0.36,4.01,4.54,105.75,945.01,107984.24,1.33,0.79,0.61,8.74,7.84,0.89,13.21,78,75,1.02,104.05,12.35,369.9,71.61,34.59,-0.92,44.25,0,83.27,-0.3,-0.34,3886.22
2021-05-11 12:35,0.36,4.02,4.55,105.85,936.25,107305.05,1.34,0.79,0.61,8.74,7.84,0.89,13.24,78.49,75,1.02,104.1,12.28,370.01,71.55,34.62,-0.92,44.28,0,83.19,-0.3,-0.34,3897.38
2021-05-11 12:40,0.37,4.02,4.56,105.9,980,107459.03,1.35,0.79,0.61,8.74,7.84,0.91,13.12,78,75,1.02,104.15,12.28,370.07,71.51,34.75,-0.92,44.34,0,82.84,-0.3,-0.34,3895.73
2021-05-11 12:45,0.36,4.03,4.56,105.85,950,108866.32,1.33,0.79,0.61,8.74,7.85,0.89,13.39,78.85,75,1.02,104.15,12.26,369.95,71.49,34.7,-0.92,44.36,0,83.14,-0.3,-0.34,3895.74
2021-05-11 12:50,0.37,4.03,4.56,105.95,973.13,109777.2,1.34,0.79,0.61,8.74,7.85,0.9,13.4,78.97,75,1.02,104.2,12.28,369.89,71.56,34.71,-0.92,44.37,0,82.84,-0.3,-0.34,3899.26
2021-05-11 12:55,0.36,4.03,4.57,105.95,962.5,108088.51,1.35,0.79,0.61,8.74,7.84,0.9,13.31,78.97,75,1.02,104.25,12.28,369.87,71.4,34.74,-0.92,44.41,0,82.88,-0.3,-0.34,3897.11
2021-05-11 13:00,0.36,4.02,4.55,106,954.06,106647.78,1.33,0.79,0.61,8.74,7.84,0.89,13.34,78.97,75,1.02,104.25,12.28,369.9,71.43,34.77,-0.92,44.44,0,83,-0.3,-0.34,3891.83
2021-05-11 13:05,0.36,4.02,4.56,106,949.06,105294.23,1.35,0.79,0.61,8.74,7.85,0.89,13.32,78.97,75,1.02,104.4,12.2,369.88,71.45,34.53,-0.92,44.47,0,82.86,-0.3,-0.34,3890.75
2021-05-11 13:10,0.37,4.02,4.55,106.05,960.31,107723.6,1.36,0.79,0.61,8.73,7.84,0.91,13.28,78.97,75,1.01,104.6,12.19,369.88,71.66,34.53,-0.92,44.5,0,82.77,-0.3,-0.34,3894.68
2021-05-11 13:15,0.37,4.02,4.55,106.1,984.38,108607.66,1.35,0.79,0.61,8.73,7.84,0.91,13.27,78.97,75,1.01,104.8,12.16,369.79,71.77,34.57,-0.92,44.53,0,82.4,-0.3,-0.34,3890.87
2021-05-11 13:20,0.37,4.02,4.55,106.15,966.25,109278.88,1.34,0.79,0.61,8.73,7.84,0.89,13.28,78.97,75,1.01,105,12.63,369.85,71.79,34.59,-0.92,44.47,0,82.66,-0.3,-0.34,3898.89
2021-05-11 13:25,0.37,4.02,4.56,106.2,969.06,108062.48,1.34,0.79,0.61,8.73,7.84,0.89,13.26,78.97,75,1.01,105.2,12.34,369.84,71.73,34.64,-0.92,44.5,0,82.37,-0.3,-0.34,3892.46
2021-05-11 13:30,0.37,4.03,4.57,106.25,948.44,108555.86,1.33,0.79,0.61,8.73,7.84,0.91,13.16,78.06,75,1.01,105.35,12.38,369.88,71.73,34.68,-0.92,44.53,0,82.21,-0.3,-0.34,3900.42
2021-05-11 13:35,0.37,4.03,4.57,106.25,969.08,107226.4,1.34,0.79,0.61,8.73,7.84,0.9,13.26,78,75,1.01,105.45,12.61,369.85,71.55,34.65,-0.92,44.43,0,82.42,-0.3,-0.34,3900.88
2021-05-11 13:40,0.36,4.03,4.57,106.25,954.38,108762.93,1.34,0.79,0.61,8.73,7.84,0.9,13.22,78,75,1.01,105.5,12.87,369.8,71.71,34.53,-0.92,44.18,0,82.77,-0.3,-0.34,3904.79
2021-05-11 13:45,0.36,4.03,4.57,106.25,990.31,106832.24,1.35,0.79,0.61,8.73,7.84,0.89,13.31,78,75,1.01,105.5,12.53,369.74,71.33,34.57,-0.92,43.91,0,82.71,-0.3,-0.34,3907.53
2021-05-11 13:50,0.37,4.03,4.56,106.25,960.94,107749.71,1.33,0.79,0.61,8.73,7.84,0.9,13.39,78,75,1.01,105.5,12.81,369.73,71.36,34.56,-0.92,43.71,0,82.37,-0.31,-0.34,3918.32
2021-05-11 13:55,0.37,4.03,4.57,106.2,959.69,107645.32,1.34,0.79,0.61,8.73,7.85,0.91,13.37,78,75,1.01,105.55,12.88,369.81,71.28,34.63,-0.92,43.63,0,82.38,-0.31,-0.34,3923.09
2021-05-11 14:00,0.37,4.03,4.56,106.1,993.13,107697.49,1.33,0.79,0.61,8.73,7.84,0.89,13.32,78,75,1.01,105.55,13.19,369.82,71.27,34.77,-0.92,43.55,0,82.43,-0.3,-0.34,3920.78
2021-05-11 14:05,0.37,4.02,4.56,105.95,978.75,108141.55,1.35,0.79,0.61,8.73,7.84,0.92,13.36,78,75,1,105.6,13.26,369.7,70.87,34.71,-0.92,43.51,0,82.28,-0.3,-0.34,3929.17
2021-05-11 14:10,0.37,4.02,4.55,105.85,966.56,105401.02,1.35,0.8,0.62,8.73,7.85,0.91,13.33,78,75,1,105.6,13.17,369.72,70.88,34.65,-0.92,43.42,0,82.54,-0.3,-0.34,3938.11
2021-05-11 14:15,0.37,4.01,4.54,105.8,968.44,106311.84,1.33,0.79,0.61,8.73,7.85,0.89,13.31,78,75,1,105.65,13.19,369.71,71.27,34.48,-0.92,43.31,0,82.32,-0.31,-0.34,3939.6
2021-05-11 14:20,0.37,4.01,4.54,105.75,977.81,107775.81,1.32,0.79,0.61,8.73,7.84,0.89,13.31,78,75,1,105.65,13.13,369.72,71.2,34.43,-0.92,43.14,0,82.19,-0.31,-0.35,3944.63
2021-05-11 14:25,0.37,4,4.53,105.65,990,106805.9,1.33,0.8,0.62,8.73,7.85,0.91,13.29,78,75,1,105.65,13.02,369.73,71,34.44,-0.92,43.07,0,82.32,-0.31,-0.35,3944.79
2021-05-11 14:30,0.37,4,4.52,105.6,961.56,108504.03,1.34,0.8,0.61,8.73,7.85,0.9,13.31,78,75,1,105.65,13.06,369.71,70.86,34.57,-0.92,42.93,0,82.42,-0.31,-0.35,3941.79
2021-05-11 14:35,0.37,4,4.53,105.5,1005.94,108270.49,1.32,0.79,0.61,8.73,7.84,0.9,13.25,78,75,1,105.65,13.23,369.68,70.53,34.63,-0.92,42.87,0,82.6,-0.31,-0.35,3947.43
2021-05-11 14:40,0.37,4,4.53,105.45,989.69,107749.71,1.35,0.79,0.61,8.73,7.85,0.92,13.24,78,75,1,105.6,13.1,369.67,70.88,34.65,-0.92,42.82,0,82.68,-0.31,-0.35,3943.92
2021-05-11 14:45,0.37,4,4.53,105.35,992.81,105959.9,1.33,0.8,0.62,8.73,7.85,0.9,13.26,78,75,1,105.6,13.03,369.66,70.34,34.77,-0.92,42.76,0,82.49,-0.31,-0.35,3946.82
2021-05-11 14:50,0.37,3.99,4.52,105.3,996.86,108762.93,1.32,0.79,0.61,8.73,7.84,0.89,13.32,78,75,1,105.6,13.03,369.7,70.36,34.89,-0.92,42.72,0,82.6,-0.31,-0.35,3944.53
2021-05-11 14:55,0.37,4,4.52,105.2,962.5,105933.35,1.35,0.79,0.61,8.73,7.84,0.9,13.33,78,75,1,105.6,13.31,369.6,70.7,34.73,-0.92,42.7,0,82.51,-0.31,-0.35,3946.14
2021-05-11 15:00,0.37,3.99,4.52,105.15,967.81,106092.53,1.33,0.8,0.62,8.73,7.85,0.89,13.31,78,75,1,105.56,13.14,369.69,70.61,34.63,-0.92,42.6,0,82.39,-0.31,-0.35,3946.53
2021-05-11 15:05,0.37,3.99,4.51,105.05,988.13,107252.63,1.33,0.8,0.62,8.73,7.85,0.91,13.34,78,75,0.99,105.6,13.25,369.73,70.54,34.71,-0.92,42.6,0,82.41,-0.31,-0.35,3952.61
2021-05-11 15:10,0.37,3.99,4.52,104.9,981.5,107252.63,1.34,0.79,0.61,8.73,7.84,0.89,13.32,78,75,0.99,105.7,13.25,369.76,70.36,34.66,-0.92,42.57,0,82.23,-0.31,-0.35,3950.43
2021-05-11 15:15,0.37,3.99,4.52,104.85,1000.94,107592.98,1.33,0.79,0.61,8.73,7.84,0.89,13.34,78,75,0.99,105.75,13.25,369.75,70.61,34.49,-0.92,42.56,0,81.99,-0.31,-0.35,3947.95
2021-05-11 15:20,0.37,4,4.52,104.8,978.28,107383.66,1.32,0.8,0.62,8.73,7.85,0.89,13.32,78,75,0.99,105.8,13.22,369.79,70.34,34.64,-0.92,42.6,0,82.16,-0.31,-0.35,3950.84
2021-05-11 15:25,0.37,4.01,4.53,104.75,983.75,105694.13,1.32,0.8,0.62,8.73,7.85,0.9,13.28,78,75,0.99,105.85,13.46,369.7,70.36,34.87,-0.92,42.55,0,82.19,-0.31,-0.35,3945.87
2021-05-11 15:30,0.37,4,4.52,104.7,975,106092.95,1.32,0.79,0.61,8.73,7.85,0.89,13.29,78,75,0.99,105.85,13.13,369.69,70.29,34.93,-0.92,42.57,0,82.05,-0.31,-0.35,3951.32
2021-05-11 15:35,0.37,4,4.51,104.6,993.75,105667.52,1.33,0.79,0.61,8.73,7.85,0.9,13.3,78,75,0.99,105.8,13.27,369.6,70.15,34.86,-0.92,42.56,0,82.01,-0.31,-0.35,3937.08
2021-05-11 15:40,0.37,4,4.52,104.55,1026.72,103919.45,1.32,0.8,0.62,8.73,7.85,0.9,13.35,78,75,0.99,105.9,13.13,369.59,70.2,34.83,-0.92,42.58,0,81.99,-0.31,-0.35,3942.62
2021-05-11 15:45,0.37,3.99,4.51,104.5,988.13,107436.03,1.35,0.8,0.62,8.73,7.85,0.91,13.31,78,75,0.99,105.85,13.25,369.57,70.56,34.64,-0.92,42.55,0,81.95,-0.31,-0.35,3943.74
2021-05-11 15:50,0.37,4,4.53,104.4,983.75,107447.48,1.35,0.79,0.61,8.73,7.84,0.91,13.35,78,75,0.99,105.8,13.13,369.64,70.8,34.54,-0.92,42.56,0,82.19,-0.31,-0.35,3931.99
2021-05-11 15:55,0.36,4.01,4.53,104.45,958.13,107068.91,1.35,0.8,0.61,8.73,7.85,0.91,13.31,78,75,0.99,105.8,13.34,369.6,70.58,34.57,-0.92,42.55,0,82.39,-0.31,-0.35,3931.99
2021-05-11 16:00,0.36,4.01,4.52,104.4,1035.63,106039.5,1.34,0.79,0.61,8.73,7.84,0.91,13.36,78,75,0.99,105.8,13.25,369.69,70.58,34.66,-0.92,42.53,0,82.57,-0.31,-0.35,3928.11
2021-05-11 16:05,0.37,4.01,4.54,104.35,999.37,103787.64,1.33,0.79,0.61,8.73,7.85,0.9,13.38,78,75,0.99,105.85,13.34,369.72,70.37,34.66,-0.92,42.54,0,82.09,-0.31,-0.35,3932.16
2021-05-11 16:10,0.37,4,4.53,104.3,981.56,107383.66,1.31,0.8,0.62,8.73,7.85,0.88,13.37,78,75,0.98,105.95,13.26,369.65,70.34,34.56,-0.92,42.57,0,82.25,-0.31,-0.35,3927.65
2021-05-11 16:15,0.37,4,4.52,104.3,1023.75,106937.48,1.34,0.79,0.61,8.73,7.85,0.91,13.41,78,75,0.98,105.9,13.34,369.65,70.56,34.59,-0.92,42.58,0,82.18,-0.31,-0.35,3918.25
2021-05-11 16:20,0.37,4,4.52,104.3,1021.56,105026.78,1.33,0.8,0.62,8.73,7.85,0.9,13.38,78,75,0.98,105.95,13.34,369.64,70.72,34.69,-0.92,42.56,0,82.1,-0.31,-0.35,3923
2021-05-11 16:25,0.36,4,4.53,104.25,987.49,105561,1.32,0.8,0.62,8.73,7.85,0.89,13.4,78,75,0.98,106,13.36,369.67,70.53,34.72,-0.92,42.55,0,82.69,-0.31,-0.35,3919.55
2021-05-11 16:30,0.36,4.01,4.53,104.3,979.69,105880.24,1.32,0.79,0.61,8.73,7.85,0.9,13.39,78,75,0.98,106,13.28,369.64,70.3,34.69,-0.92,42.53,0,82.71,-0.31,-0.35,3918.77
2021-05-11 16:35,0.36,4.01,4.53,104.3,989,107566.84,1.36,0.8,0.62,8.73,7.85,0.9,13.38,78,75,0.98,106,13.25,369.63,70.26,34.71,-0.92,42.53,0,82.52,-0.31,-0.35,3923.16
2021-05-11 16:40,0.36,4,4.52,104.25,990.31,106568.64,1.31,0.8,0.62,8.73,7.85,0.89,13.37,78,75,0.98,106,13.46,369.57,70.28,34.72,-0.92,42.51,0,82.5,-0.31,-0.35,3918.78
2021-05-11 16:45,0.37,4,4.52,104.3,994.98,108140.53,1.33,0.79,0.61,8.73,7.85,0.9,13.33,78,75,0.98,106,13.3,369.55,70.31,34.68,-0.92,42.51,0,82.3,-0.31,-0.35,3920.83
2021-05-11 16:50,0.36,4,4.52,104.3,978.44,104462.91,1.34,0.8,0.62,8.73,7.85,0.89,13.34,78,75,0.98,106,13.47,369.56,70.1,34.71,-0.92,42.48,0,82.49,-0.31,-0.35,3923.1
2021-05-11 16:55,0.36,4,4.52,104.2,1009.69,106039.52,1.31,0.79,0.61,8.73,7.85,0.88,13.34,78,75,0.98,106,13.47,369.56,70.51,34.64,-0.92,42.52,0,82.42,-0.31,-0.35,3919.7
2021-05-11 17:00,0.36,4,4.51,104.2,995.94,106410.17,1.33,0.8,0.62,8.73,7.85,0.89,13.37,78,75,0.98,106,13.16,369.6,71.61,34.5,-0.92,42.62,0,82.46,-0.31,-0.35,3919.8
2021-05-11 17:05,0.36,4,4.52,104.15,997.03,106221.95,1.36,0.8,0.62,8.73,7.85,0.91,13.37,78,75,0.98,106.05,13.47,369.68,71.84,34.63,-0.92,42.81,0,82.46,-0.31,-0.35,3921.5
2021-05-11 17:10,0.36,4.01,4.53,104.15,1018.44,103298.72,1.35,0.79,0.61,8.73,7.85,0.9,13.39,78,75,0.98,106.1,13.43,369.68,71.84,34.84,-0.92,43.03,0,82.45,-0.31,-0.35,3935.26
2021-05-11 17:15,0.36,4.05,4.59,104.15,994.06,109708.33,1.37,0.8,0.62,8.73,7.85,0.9,13.41,78,75,0.98,106.05,13.54,369.54,71.91,34.74,-0.92,43.2,0,82.65,-0.31,-0.35,3932.2
2021-05-11 17:20,0.36,4.06,4.6,104.2,1025.94,106198.52,1.35,0.8,0.62,8.73,7.85,0.91,13.39,78,75,0.98,106.1,13.39,369.5,72.32,34.61,-0.92,43.38,0,82.63,-0.31,-0.35,3932.63
2021-05-11 17:25,0.36,4.05,4.6,104.35,1012.5,109580.88,1.34,0.8,0.62,8.73,7.85,0.9,13.36,78,75,0.98,106.1,13.46,369.54,72.41,34.69,-0.92,43.5,0,82.75,-0.31,-0.35,3934.01
2021-05-11 17:30,0.36,4.06,4.6,104.45,994.06,108607.66,1.36,0.8,0.62,8.73,7.85,0.89,13.39,78,75,0.98,106.05,13.41,369.54,71.57,34.68,-0.92,43.57,0,82.54,-0.31,-0.35,3931.56
2021-05-11 17:35,0.36,4.06,4.61,104.6,1006.25,107697.49,1.32,0.79,0.61,8.73,7.85,0.9,13.34,78,75,0.99,106.05,13.41,369.57,71.44,34.71,-0.92,43.57,0,82.73,-0.31,-0.35,3940.71
2021-05-11 17:40,0.36,4.06,4.6,104.7,1004.37,110558.24,1.32,0.8,0.62,8.73,7.85,0.92,13.24,78,75,0.99,106.05,13.24,369.6,71.27,34.87,-0.92,43.63,0,82.64,-0.31,-0.35,3945.29
2021-05-11 17:45,0.34,4.04,4.56,104.85,1003.13,108244.52,1.35,0.8,0.62,8.73,7.86,0.91,13.27,78,75,0.99,106.3,12.69,369.54,71.12,34.81,-0.92,43.71,0,83.56,-0.31,-0.35,3945.65
2021-05-11 17:50,0.37,4,4.54,105,1049.62,109664.26,1.32,0.79,0.61,8.73,7.85,0.89,13.28,78,75,0.99,106.15,12.69,369.46,71.24,34.68,-0.92,43.78,0,81.7,-0.32,-0.36,3945.51
2021-05-11 17:55,0.37,4,4.53,105.1,1023.75,108659.45,1.34,0.8,0.62,8.73,7.86,0.9,13.32,78,75,0.99,106.05,12.79,369.51,71.48,34.48,-0.92,43.84,0,81.97,-0.32,-0.36,3948.02
2021-05-11 18:00,0.37,3.99,4.52,105.2,949.09,106489.44,1.33,0.8,0.62,8.73,7.85,0.9,13.28,78,75,0.99,105.96,12.84,369.52,71.62,34.46,-0.92,43.87,0,82.14,-0.32,-0.36,3948.63
2021-05-11 18:05,0.37,3.99,4.52,105.25,1006.88,109098.58,1.35,0.79,0.61,8.73,7.85,0.89,13.28,78,75,0.99,106.05,12.77,369.55,71.55,34.65,-0.92,43.93,0,81.84,-0.32,-0.36,3952.98
2021-05-11 18:10,0.36,3.99,4.52,105.35,1028.44,107723.6,1.32,0.8,0.62,8.73,7.85,0.88,13.3,78,75,0.99,106.05,12.86,369.61,71.48,34.88,-0.92,43.95,0,82.3,-0.32,-0.36,3979.97
2021-05-11 18:15,0.36,4.01,4.54,105.4,1028.13,107409.84,1.36,0.8,0.62,8.73,7.85,0.92,13.29,78,75,0.99,106.15,12.81,369.49,71.24,34.93,-0.92,44.02,0,82.32,-0.32,-0.36,3979.07
2021-05-11 18:20,0.36,4.02,4.55,105.5,1059.49,106489.49,1.33,0.8,0.61,8.73,7.85,0.89,13.32,78,75,0.99,106.2,12.67,369.38,71.48,34.7,-0.92,44.04,0,82.49,-0.32,-0.36,3985.36
2021-05-11 18:25,0.37,4.02,4.55,105.55,1032.81,108270.49,1.37,0.8,0.62,8.73,7.86,0.91,13.29,78,75,0.99,106.25,12.89,369.45,71.7,34.67,-0.92,44.07,0,82.02,-0.32,-0.36,3980.69
2021-05-11 18:30,0.36,4.02,4.55,105.55,1030.31,108399.87,1.37,0.8,0.62,8.73,7.86,0.92,13.31,78,75,0.99,106.3,12.94,369.5,71.72,34.67,-0.92,44.11,0,82.28,-0.32,-0.36,3986
2021-05-11 18:35,0.36,4.03,4.57,105.6,1030.94,103597.78,1.34,0.8,0.62,8.73,7.85,0.9,13.34,78,75,0.99,106.3,12.79,369.56,71.72,34.65,-0.92,44.14,0,82.47,-0.32,-0.36,3982.48
2021-05-11 18:40,0.36,4.02,4.56,105.65,1018.75,109614.16,1.36,0.79,0.61,8.73,7.85,0.91,13.29,78,75,0.99,106.3,13.14,369.65,71.56,34.69,-0.92,44.15,0,82.42,-0.32,-0.36,3979.31
2021-05-11 18:45,0.36,4.03,4.56,105.7,1016.25,106277.94,1.36,0.8,0.61,8.73,7.85,0.91,13.26,78,75,0.99,106.4,12.9,369.71,71.62,34.96,-0.92,44.16,0,82.6,-0.32,-0.36,3987.54
2021-05-11 18:50,0.36,4.03,4.56,105.75,1032.81,108281.86,1.35,0.79,0.61,8.73,7.85,0.88,13.36,78,75,0.99,106.45,12.54,369.74,71.02,35.09,-0.92,44.22,0,82.51,-0.32,-0.36,3976.6
2021-05-11 18:55,0.36,4.03,4.56,105.8,1033.75,108244.52,1.36,0.8,0.62,8.73,7.86,0.9,13.34,78,75,0.99,106.5,12.87,369.68,71.74,34.64,-0.92,44.22,0,82.17,-0.32,-0.36,3966.15
2021-05-11 19:00,0.36,4.03,4.56,105.85,1014.38,109047.01,1.33,0.79,0.61,8.73,7.85,0.89,13.32,78,75,0.99,106.5,12.46,369.76,71.7,34.56,-0.92,44.23,0,82.26,-0.32,-0.36,3967.69
2021-05-11 19:05,0.36,4.04,4.57,105.8,1040,107540.69,1.34,0.8,0.62,8.73,7.85,0.9,13.32,78,75,0.99,106.5,12.54,369.84,71.71,34.62,-0.92,44.21,0,82.48,-0.32,-0.36,3964.75
2021-05-11 19:10,0.36,4.03,4.56,105.85,1063.75,108374.35,1.36,0.8,0.62,8.73,7.86,0.91,13.28,78,75,0.99,106.5,12.72,369.79,71.63,34.79,-0.92,44.25,0,82.41,-0.32,-0.36,3970.42
2021-05-11 19:15,0.36,4.03,4.56,105.9,1042.5,106937.48,1.35,0.8,0.62,8.73,7.86,0.92,13.3,78,75,0.99,106.55,12.86,369.78,71.5,34.8,-0.92,44.25,0,82.5,-0.32,-0.36,3968.84
2021-05-11 19:20,0.36,4.03,4.56,105.9,1026.25,107383.66,1.34,0.8,0.61,8.73,7.85,0.89,13.34,78,75,0.99,106.6,12.69,369.73,71.62,34.69,-0.92,44.24,0,82.37,-0.32,-0.36,3964.39
2021-05-11 19:25,0.35,4.04,4.58,105.95,1005.66,109484.59,1.33,0.79,0.61,8.73,7.85,0.88,13.27,78,75,0.99,106.6,12.5,369.74,71.67,34.75,-0.92,44.21,0,82.71,-0.32,-0.36,3960.03
2021-05-11 19:30,0.36,4.04,4.57,106,1041.56,109304.62,1.35,0.8,0.62,8.73,7.85,0.9,13.28,78,75,0.99,106.6,12.29,369.73,71.51,34.73,-0.92,44.2,0,82.66,-0.32,-0.36,3969.09
2021-05-11 19:35,0.36,4.04,4.58,106,1004.36,107540.69,1.35,0.8,0.62,8.74,7.85,0.9,13.25,78,75,0.99,106.65,12.75,369.75,71.64,34.73,-0.92,44.18,0,82.46,-0.32,-0.36,3966.82
2021-05-11 19:40,0.36,4.04,4.57,106,1004.69,107305.05,1.35,0.8,0.62,8.73,7.85,0.9,13.18,78,75,0.99,106.7,12.69,369.77,71.35,34.78,-0.92,44.17,0,82.58,-0.32,-0.36,3961.04
2021-05-11 19:45,0.36,4.03,4.57,106,1015.74,108036.45,1.34,0.8,0.62,8.73,7.85,0.91,13.24,78,75,0.99,106.71,12.87,369.76,71.01,34.95,-0.92,44.13,0,82.59,-0.32,-0.36,3967.15
2021-05-11 19:50,0.36,4.04,4.57,106.05,1007.81,109175.89,1.33,0.8,0.62,8.74,7.86,0.9,13.21,78,75,0.99,106.8,12.97,369.74,71.39,34.79,-0.92,44.1,0,82.33,-0.32,-0.36,3966.29
2021-05-11 19:55,0.35,4.03,4.57,106.05,1043.44,106595.38,1.34,0.8,0.62,8.73,7.85,0.89,13.26,78,75,0.99,106.8,13.03,369.71,71.41,34.73,-0.92,44.08,0,82.86,-0.32,-0.36,3961.83
2021-05-11 20:00,0.36,4.03,4.56,106,1040.63,108711.2,1.34,0.8,0.62,8.73,7.85,0.89,13.29,78,75,0.99,106.9,12.88,369.67,71.48,34.69,-0.92,44.05,0,82.49,-0.32,-0.36,3970.96
2021-05-11 20:05,0.35,4.03,4.56,106,981.88,107593.59,1.36,0.8,0.62,8.73,7.85,0.9,13.24,78,75,0.99,106.95,12.69,369.63,71.62,34.53,-0.92,44.03,0,82.76,-0.32,-0.36,3962.44
2021-05-11 20:10,0.35,4.03,4.56,105.95,994.69,106172.03,1.36,0.8,0.62,8.73,7.85,0.91,13.28,78,75,0.99,107,12.91,369.7,71.72,34.56,-0.92,44,0,82.86,-0.32,-0.36,3973.83
2021-05-11 20:15,0.35,4.04,4.57,105.95,985.63,106018.77,1.34,0.8,0.62,8.73,7.85,0.89,13.2,78,75,0.99,107,12.78,369.7,71.35,34.8,-0.92,43.97,0,82.81,-0.32,-0.36,3973.42
2021-05-11 20:20,0.35,4.04,4.57,105.95,1039.06,106647.78,1.34,0.8,0.62,8.73,7.85,0.9,13.23,78,75,0.99,107.05,12.85,369.61,71.21,34.9,-0.92,43.97,0,82.77,-0.32,-0.36,3983.37
2021-05-11 20:25,0.35,4.04,4.57,105.9,1034.38,108302.96,1.37,0.8,0.62,8.73,7.85,0.92,13.21,78,75,0.99,107.05,12.8,369.57,71.38,34.76,-0.92,43.98,0,82.85,-0.32,-0.36,3983.74
2021-05-11 20:30,0.35,4.03,4.56,105.9,995.63,108166.54,1.34,0.79,0.61,8.73,7.85,0.91,13.25,78,75,0.99,107,12.7,369.58,71.48,34.81,-0.92,43.95,0,82.86,-0.32,-0.36,3981.12
2021-05-11 20:35,0.35,4.03,4.56,105.85,998.13,110786.96,1.33,0.8,0.62,8.73,7.85,0.91,13.26,78,75,0.99,107.05,12.69,369.55,71.11,34.85,-0.92,43.95,0,82.79,-0.32,-0.36,3982.41
2021-05-11 20:40,0.36,4.02,4.55,105.85,998.12,109689.91,1.33,0.8,0.62,8.73,7.85,0.89,13.25,78,75,0.99,107.1,12.51,369.57,71.33,34.9,-0.92,43.92,0,82.5,-0.32,-0.36,3986.94
2021-05-11 20:45,0.36,4.01,4.54,105.8,971.56,107042.63,1.35,0.8,0.62,8.73,7.85,0.9,13.23,78,75,0.99,107.15,12.59,369.5,71.25,34.81,-0.92,43.92,0,82.51,-0.32,-0.36,3980.64
2021-05-11 20:50,0.35,4.01,4.54,105.85,997.19,107121.43,1.33,0.8,0.62,8.74,7.85,0.89,13.23,78,75,0.99,107.2,12.53,369.53,71.02,34.85,-0.92,43.94,0,82.67,-0.32,-0.36,3983.67
2021-05-11 20:55,0.35,4.02,4.55,105.85,1020,107068.91,1.34,0.79,0.61,8.73,7.85,0.9,13.19,78,75,0.99,107.2,12.53,369.51,71.32,34.86,-0.92,43.92,0,82.63,-0.32,-0.36,3985.34
2021-05-11 21:00,0.35,4.02,4.55,105.8,1011.65,107645.25,1.34,0.8,0.62,8.73,7.85,0.91,13.1,78,75,0.99,107.25,12.49,369.51,71.2,34.77,-0.92,43.9,0,82.71,-0.32,-0.36,3982.83
2021-05-11 21:05,0.36,4.02,4.56,105.8,1002.81,110863.09,1.34,0.8,0.62,8.73,7.86,0.91,13.22,78,75,0.99,107.3,12.5,369.52,71.28,34.78,-0.92,43.89,0,82.39,-0.32,-0.36,3986.41
2021-05-11 21:10,0.36,4.02,4.56,105.8,1003.72,108140.53,1.33,0.8,0.62,8.73,7.85,0.89,13.1,78,75,0.99,107.3,12.39,369.48,71.33,34.65,-0.92,43.87,0,82.55,-0.32,-0.36,3982.32
2021-05-11 21:15,0.36,4.02,4.55,105.75,987.19,104946.41,1.33,0.8,0.62,8.73,7.86,0.9,13.08,78,75,0.99,107.35,12.5,369.46,71.63,34.5,-0.92,43.88,0,82.47,-0.32,-0.36,3988.33
2021-05-11 21:20,0.36,4.01,4.55,105.7,1055,108581.73,1.32,0.8,0.62,8.74,7.85,0.89,13.19,78,75,0.98,107.35,12.36,369.54,71.05,34.73,-0.92,43.9,0,82.54,-0.32,-0.36,3984.21
2021-05-11 21:25,0.35,4.01,4.54,105.65,999.69,107958.33,1.33,0.8,0.62,8.73,7.86,0.9,13.11,78,75,0.98,107.3,12.44,369.48,71.21,34.8,-0.92,43.9,0,82.88,-0.32,-0.36,3986.81
2021-05-11 21:30,0.35,4.01,4.54,105.65,984.38,108296.26,1.32,0.79,0.61,8.73,7.85,0.9,13.17,78,75,0.99,107.25,12.5,369.51,70.71,35.11,-0.92,43.93,0,82.73,-0.32,-0.36,3992.08
2021-05-11 21:35,0.35,4,4.53,105.6,1002.5,107200.16,1.33,0.8,0.62,8.74,7.86,0.9,13.16,78,75,0.99,107.2,12.62,369.39,70.89,35.11,-0.92,43.91,0,82.72,-0.32,-0.36,3992.23
2021-05-11 21:40,0.35,3.99,4.52,105.6,1025.63,107953.64,1.34,0.8,0.62,8.74,7.86,0.9,13.2,78,75,0.98,107.25,12.69,369.37,71.01,34.93,-0.92,43.91,0,82.74,-0.32,-0.36,3996.43
2021-05-11 21:45,0.35,4,4.52,105.6,995.94,106911.18,1.33,0.8,0.62,8.73,7.86,0.91,13.14,78,75,0.98,107.25,12.44,369.37,71.38,34.7,-0.92,43.92,0,82.74,-0.32,-0.36,3991.98
